Date,Country,Region,Plastic_Waste_Tons,Plastic_Recycled_Tons,Burned_Waste_Tons,Illegal_Dumping_Cases,Trees_Cut,Deforestation_Area_Ha,Forest_Fires_Reported,CO2_Emissions_Tons,Water_Pollution_Index,Air_Quality_Index,Population_Affected,Government_Interventions,Reforestation_Projects,Waste_Collected_Tons,Plastic_Bans_Enforced,Awareness_Campaigns,Monitoring_Stations
2022-01-10,Indonesia,Mountain,1495.61,67.58,1367.63,3,300,17.91,0,4960.73,85.68,119.39,20457,1,4,1921.18,0,10,37
2022-11-07,Germany,Forest,2096.27,1180.19,3191.48,4,119,9.55,0,4667.54,55.07,145.64,2929,1,2,2700.82,0,4,46
2021-04-04,Indonesia,Coastal,614.69,1771.04,1217.44,3,341,9.18,0,4880.63,65.4,114.73,97108,7,2,2253.3,1,13,46
2020-09-05,Indonesia,Urban,886.3,356.59,1969.02,2,389,15.45,1,5411.81,39.32,113.24,80445,0,0,1125.95,1,2,19
2021-02-15,Philippines,Forest,4849.5,390.18,561.68,3,434,17.61,2,3344.43,49.86,114.66,65781,2,3,706.0,0,3,1
2020-10-11,Philippines,Mountain,3465.58,524.17,331.53,1,749,14.88,1,6415.98,77.58,161.69,68009,7,4,1954.52,1,4,31
2021-04-29,Indonesia,Urban,3906.94,192.14,1559.06,1,507,2.45,0,4548.41,81.36,168.02,29359,5,2,1099.62,1,11,18
2022-10-08,Germany,Urban,1595.51,1520.89,1003.61,1,190,9.56,0,6149.37,54.32,180.58,65865,6,2,1644.81,0,6,7
2020-02-23,Nigeria,Mountain,2142.15,2006.12,1051.32,3,189,4.63,3,7073.67,48.66,86.45,26617,1,1,109.67,0,3,49
2022-01-09,India,Suburban,2600.12,1285.03,789.22,3,124,6.69,1,5561.42,70.9,73.63,10161,8,4,372.47,0,3,32
2023-02-08,USA,Coastal,4802.69,66.65,1937.59,3,149,9.64,4,3083.26,73.07,101.77,71024,6,4,873.56,1,12,35
2023-03-18,Germany,Mountain,374.26,295.19,1200.09,5,706,4.82,2,3835.9,89.03,113.07,84685,2,2,2637.9,1,1,32
2022-01-25,USA,Rural,1086.51,365.94,4374.21,5,224,10.56,1,5419.46,71.84,155.28,47939,8,3,1299.47,1,4,1
2022-08-15,Brazil,Forest,2001.25,467.13,1169.02,5,870,13.04,0,4329.6,44.41,163.69,52845,2,4,2481.6,0,2,33
2023-02-03,China,Mountain,1780.33,676.24,1418.75,3,782,17.56,1,6476.89,33.6,197.62,77694,9,4,3428.11,1,13,12
2020-09-22,Nigeria,Suburban,876.4,567.26,2115.56,1,372,4.62,0,4258.41,45.46,106.73,35697,7,1,2450.45,0,3,45
2023-06-07,USA,Forest,2443.02,571.21,1551.0,2,526,6.56,0,5557.48,43.6,110.38,85356,6,1,649.57,0,10,24
2020-06-25,India,Rural,1123.18,1297.8,347.13,2,59,8.41,2,4890.35,35.57,131.31,24300,2,1,1427.92,0,11,4
2020-05-14,USA,Rural,1683.28,943.16,885.83,0,95,4.88,1,5036.27,56.66,173.05,5148,4,3,667.51,1,7,15
2021-09-25,Mexico,Rural,2366.03,506.83,526.21,2,900,6.97,1,5637.72,47.29,149.14,3395,6,3,1527.44,1,3,32
2022-03-26,Nigeria,Mountain,1168.06,1087.02,1490.96,2,678,17.73,1,1875.17,85.51,135.9,75212,2,4,1668.25,0,5,24
2024-01-08,Russia,Coastal,2915.88,715.81,1289.99,1,565,3.2,2,4966.66,54.23,147.22,19846,1,3,1087.54,1,2,23
2024-01-12,Germany,Forest,3291.92,1109.68,2021.28,2,362,9.15,0,5902.03,82.6,119.67,83408,8,1,1460.57,0,0,25
2022-09-07,Germany,Mountain,906.13,1810.61,2224.08,2,287,6.56,1,3824.61,48.4,163.86,77478,1,3,1369.06,1,3,49
2022-12-12,India,Urban,1116.49,1432.59,525.52,4,855,2.0,2,5653.5,79.89,61.29,51073,2,4,620.37,0,5,26
2022-04-21,India,Coastal,704.58,158.14,2192.08,1,957,2.37,2,4770.68,57.27,126.35,41344,0,2,3132.55,1,8,21
2022-04-18,Nigeria,Forest,1654.7,548.86,2439.35,7,80,15.81,1,4345.69,31.94,170.99,66231,0,0,1501.25,1,4,6
2023-03-23,Brazil,Coastal,2095.22,860.5,425.34,5,559,17.12,0,4752.26,59.22,95.38,11175,0,3,2228.64,1,11,22
2020-05-31,Mexico,Mountain,1262.04,121.33,1420.52,2,179,14.96,1,6391.83,43.61,176.51,46032,9,2,562.24,1,6,45
2020-09-13,China,Forest,2052.46,817.48,2764.72,1,802,11.01,3,5170.5,48.45,167.42,30999,2,4,909.11,0,11,39
2021-10-11,China,Suburban,1091.92,864.83,873.89,2,434,15.57,0,3745.39,71.06,137.1,9354,5,2,2222.93,1,13,37
2023-08-08,Philippines,Mountain,1121.85,139.62,1056.41,4,642,3.46,0,5292.81,61.77,87.82,44408,9,2,746.77,1,12,11
2020-05-31,Mexico,Rural,2175.15,520.16,1413.56,1,74,15.71,3,5046.93,83.32,179.16,60330,2,2,1989.54,1,10,37
2022-07-10,Philippines,Urban,1184.59,795.07,1182.62,3,310,8.76,4,6130.82,86.16,54.5,6755,3,1,225.33,0,10,30
2022-08-12,Indonesia,Urban,1586.5,1781.61,1244.33,8,609,15.13,1,4928.45,71.46,138.88,27753,1,3,3861.9,0,0,31
2023-10-24,Russia,Rural,2231.64,584.67,1710.77,2,447,4.94,1,6060.64,81.81,167.38,46362,6,2,2386.63,1,7,33
2022-11-25,Russia,Coastal,2030.59,155.51,1761.45,3,613,16.73,1,5068.81,41.7,122.81,90763,3,4,1249.79,0,12,45
2021-12-06,Nigeria,Coastal,1104.96,128.56,1026.56,2,379,11.58,2,5397.15,34.76,65.43,7977,0,0,1093.91,1,3,12
2020-09-19,Philippines,Suburban,3522.54,392.02,3417.9,2,198,0.64,2,4263.92,49.98,175.1,55036,3,0,2090.73,0,7,27
2023-02-03,Brazil,Suburban,2518.15,803.24,523.83,4,458,10.63,3,5568.45,49.54,186.36,28135,3,0,1449.66,0,8,14
2023-08-03,Mexico,Mountain,2001.43,938.89,1976.93,9,660,6.55,2,7021.24,69.91,134.5,78687,2,1,472.02,1,2,1
2023-04-18,China,Urban,618.22,170.12,70.7,3,628,1.62,0,6721.76,80.42,168.07,39752,7,3,2075.89,1,3,45
2021-01-07,Russia,Suburban,1813.48,846.58,1115.93,5,771,9.22,1,3889.04,47.81,141.61,29788,6,0,720.55,1,5,49
2020-09-21,USA,Suburban,981.81,343.33,50.8,3,809,6.57,0,3292.45,55.49,135.99,80444,9,1,1483.53,0,2,8
2022-06-05,Mexico,Coastal,2389.33,830.44,1177.47,1,168,4.49,1,5376.19,36.3,69.62,20089,9,4,1693.95,1,8,8
2022-10-26,Russia,Mountain,30.3,1479.89,1535.69,2,483,7.31,2,4756.45,54.76,115.52,45457,2,4,2567.47,1,2,40
2020-04-23,Nigeria,Rural,1357.15,99.9,808.09,2,277,4.0,0,4150.47,42.86,151.82,72923,3,1,2357.63,0,13,29
2020-09-11,Nigeria,Mountain,1064.08,749.27,1089.25,5,664,6.35,3,7114.48,52.95,118.17,49947,7,3,1495.54,0,6,26
2022-11-27,Germany,Suburban,2923.43,437.5,1858.57,5,850,2.75,2,8088.05,45.98,142.66,80689,9,4,2310.14,0,6,26
2020-11-09,Germany,Suburban,234.24,69.85,3.35,2,289,2.14,2,3183.52,78.52,184.22,80087,2,3,2625.56,1,10,49
2021-09-14,Philippines,Rural,1726.09,123.92,692.29,2,962,18.25,2,4217.02,30.24,104.93,19206,4,1,4191.28,1,14,20
2020-12-03,India,Urban,2496.38,717.11,2823.54,6,281,18.1,0,3707.77,50.32,174.27,14835,4,4,1202.56,0,14,44
2020-11-27,Mexico,Urban,5396.25,2215.85,338.23,2,339,16.65,0,4174.92,88.15,54.36,58967,4,4,2303.48,1,4,43
2021-10-22,Indonesia,Coastal,1118.87,598.66,584.98,6,203,4.99,0,6122.74,70.74,177.9,75511,4,2,1325.73,0,5,49
2023-12-23,Germany,Mountain,2121.61,3708.94,108.42,3,731,14.65,1,5256.41,76.33,66.0,90161,8,4,1095.93,1,0,7
2021-04-06,Indonesia,Urban,254.14,1012.63,698.05,2,208,12.0,0,5832.19,81.59,98.22,76075,9,0,587.54,1,14,32
2021-12-09,USA,Forest,1659.5,263.88,982.81,3,674,1.5,0,6319.02,51.71,127.02,24609,4,2,1013.68,1,11,42
2022-11-28,Brazil,Suburban,3698.04,1186.24,5304.79,2,612,18.04,1,5337.84,33.96,147.51,35507,8,1,2598.72,1,2,49
2021-08-04,Mexico,Coastal,5430.71,160.66,1461.57,5,525,19.96,3,4055.9,54.64,192.97,25662,8,0,1255.59,1,2,18
2020-06-10,China,Forest,2269.34,657.44,728.41,1,597,14.32,1,5517.28,69.16,96.05,47966,9,0,2087.38,0,1,22
2021-05-28,USA,Mountain,350.01,667.8,207.27,4,62,5.01,1,4894.09,52.25,62.8,46399,3,3,1001.05,1,0,29
2021-02-06,Indonesia,Forest,4100.69,653.46,589.54,4,902,11.31,1,4832.52,56.9,118.83,24748,8,2,1689.81,1,8,32
2023-07-24,Indonesia,Mountain,353.61,143.68,483.05,5,556,2.63,1,4172.09,79.53,101.79,86993,1,3,1509.25,1,3,49
2023-02-02,Indonesia,Coastal,560.63,7.76,82.11,4,267,6.33,0,5960.8,32.17,140.02,84784,2,2,201.59,1,7,20
2021-07-16,Nigeria,Suburban,4334.9,450.07,326.64,3,804,14.49,1,5502.48,50.08,188.42,10774,0,2,2036.04,1,6,31
2020-09-13,Philippines,Suburban,1567.7,797.91,750.24,3,784,6.37,0,5842.65,59.3,146.5,44865,6,0,262.61,1,12,43
2023-07-04,Brazil,Mountain,1015.22,1743.22,851.46,2,769,3.37,0,4066.28,47.95,136.7,30467,9,4,1991.41,1,11,41
2021-09-12,USA,Suburban,2741.18,807.78,1833.89,1,830,0.65,1,6054.31,56.75,86.91,691,8,3,1430.09,1,5,8
2023-06-12,Russia,Urban,1887.9,157.21,2914.73,2,271,11.66,4,5349.47,54.11,89.71,45270,2,3,1517.03,1,0,43
2022-12-28,Nigeria,Coastal,3476.06,474.64,835.01,5,337,19.39,1,5952.24,85.43,115.41,22804,7,0,379.88,1,2,36
2020-07-10,Brazil,Forest,1953.7,503.07,2026.21,4,950,9.94,1,4215.31,59.59,183.69,71034,0,4,900.79,0,4,8
2022-10-26,Germany,Suburban,1987.16,1559.67,729.41,2,573,4.65,2,5160.42,58.58,136.92,10632,5,2,1104.32,0,12,9
2023-08-05,Germany,Forest,3392.65,826.57,442.43,3,536,9.53,1,6154.35,45.27,124.2,38207,5,2,192.01,1,0,14
2020-12-11,Germany,Urban,1551.06,189.59,1766.01,2,748,12.24,1,5589.97,32.78,131.38,25702,4,4,4130.05,0,0,46
2023-04-27,USA,Coastal,763.2,339.47,718.4,6,730,16.13,2,4886.63,47.97,175.07,29086,3,2,2010.33,1,11,33
2023-04-04,Philippines,Rural,2852.05,1093.89,502.93,4,854,9.33,0,5545.7,31.63,151.68,9722,2,3,604.26,0,9,15
2020-11-11,Indonesia,Forest,1317.67,703.75,420.98,6,373,3.87,1,4045.57,79.61,189.11,14986,3,3,4309.09,1,14,30
2020-12-16,Russia,Urban,2071.13,585.23,176.49,3,667,4.17,0,5684.37,42.26,137.26,23804,6,3,2421.13,0,8,30
2023-09-11,India,Rural,189.85,472.32,1086.7,0,225,18.04,0,5912.0,84.67,79.4,30882,6,0,3831.67,0,0,40
2023-07-02,USA,Coastal,1501.83,1073.27,616.08,2,988,5.11,0,5452.0,83.15,52.81,12490,2,2,1754.6,0,3,31
2024-01-15,India,Mountain,1077.84,404.92,2083.0,5,910,14.7,1,4922.53,69.88,97.57,56922,9,0,866.05,1,7,5
2023-05-24,Indonesia,Suburban,182.0,325.36,3457.98,4,90,5.74,4,5352.36,81.75,59.41,92820,2,2,885.45,0,8,19
2021-11-22,Philippines,Rural,1539.3,1225.95,418.36,2,873,14.55,0,4959.22,82.67,111.06,33601,2,3,1400.13,0,5,48
2023-02-28,Philippines,Coastal,1580.26,7.37,255.32,1,374,2.03,1,4829.42,76.58,78.18,53706,4,3,1415.63,1,14,42
2020-03-25,Indonesia,Rural,2182.09,182.77,2976.33,4,810,4.54,0,5768.12,60.48,110.74,2128,0,4,2648.68,0,11,11
2020-02-28,Indonesia,Urban,3656.18,273.79,1178.6,6,316,8.47,2,6581.92,87.0,109.88,23327,9,2,1507.46,0,7,37
2020-06-15,Mexico,Coastal,3265.01,1291.59,1144.21,8,783,10.55,1,5189.17,79.06,91.44,50016,6,1,3321.4,1,5,10
2020-04-03,India,Coastal,1142.92,671.5,1361.8,2,442,7.38,2,4466.49,37.62,147.92,80848,7,0,2123.62,1,7,48
2023-08-06,Philippines,Mountain,1918.07,167.72,2353.63,1,162,11.68,0,4049.27,55.19,115.02,92749,6,3,4816.85,1,6,36
2023-03-27,Indonesia,Suburban,2413.28,152.57,2341.94,3,333,6.84,1,4345.18,62.38,184.02,33059,7,4,639.79,0,8,33
2021-06-26,India,Coastal,1170.58,1319.89,1703.85,2,839,13.73,1,7184.28,61.76,61.41,90455,8,4,888.97,0,10,24
2023-08-26,Indonesia,Urban,391.13,153.22,335.98,4,252,10.47,1,6628.68,52.77,111.59,94890,3,3,3179.35,0,14,15
2021-03-07,China,Coastal,1411.76,311.87,133.08,2,902,14.25,0,5959.18,61.9,166.39,28606,2,2,1875.22,0,14,29
2023-03-17,Indonesia,Coastal,3760.09,392.83,339.29,6,823,8.9,1,6276.81,35.58,124.18,83120,6,4,1312.17,0,8,39
2022-05-03,Mexico,Forest,370.33,900.17,193.93,2,843,17.59,1,4467.31,69.31,194.91,58176,8,2,788.08,1,1,27
2023-06-19,Russia,Suburban,691.28,359.37,1858.88,0,193,7.95,1,6045.69,59.86,76.22,81850,8,4,448.09,0,4,20
2023-08-01,Philippines,Urban,838.61,123.72,577.23,4,292,6.51,1,6131.06,77.26,97.4,63339,7,0,4939.65,1,11,36
2020-03-03,Philippines,Forest,698.87,964.8,1676.49,3,831,11.36,0,4912.95,71.6,67.42,53304,2,2,5347.0,0,1,14
2022-10-16,India,Rural,2749.71,948.03,1041.79,3,84,10.43,1,3815.75,36.77,87.01,9072,5,4,576.47,1,5,37
2023-07-08,China,Suburban,978.44,1891.91,569.18,1,859,10.6,2,3553.61,51.04,150.88,50045,1,3,2237.69,0,3,49
2023-01-22,Brazil,Rural,2801.45,726.99,426.61,5,102,16.02,1,5407.95,74.17,123.04,21582,5,1,2919.29,0,7,36
2021-08-16,USA,Urban,1724.59,1825.45,531.54,4,552,11.98,1,4515.14,50.21,74.31,27629,4,3,587.33,0,9,37
2023-08-07,Germany,Forest,276.17,391.43,259.57,2,405,17.76,1,5330.86,64.01,121.2,76608,3,2,4564.86,1,3,24
2021-09-10,Philippines,Rural,1192.13,1149.44,3524.6,4,199,12.57,0,4725.37,87.68,177.11,8382,2,3,1780.2,1,5,49
2022-09-16,Germany,Forest,3331.81,1778.67,946.46,4,486,0.92,1,3890.64,34.8,115.97,72347,7,3,1353.23,1,11,43
2021-05-16,Germany,Coastal,1874.18,628.39,1043.08,2,499,17.47,2,6769.74,41.42,51.98,27111,9,1,3242.74,1,13,36
2023-11-03,Indonesia,Coastal,1268.84,562.83,1019.96,4,574,16.88,1,3944.51,58.84,58.24,34509,5,3,1768.6,1,12,29
2022-04-11,USA,Suburban,3790.54,729.12,1823.87,3,316,1.45,1,4336.24,74.31,115.72,3458,8,4,4038.53,0,0,15
2021-09-01,Russia,Coastal,627.29,847.98,484.83,3,957,2.94,1,4992.79,49.81,138.99,3956,2,0,4940.64,1,3,39
2022-07-17,Philippines,Coastal,1010.0,1301.6,2441.83,1,658,11.35,0,5142.88,37.05,182.98,63467,4,1,741.66,0,3,5
2020-05-29,Indonesia,Suburban,3120.52,492.1,782.14,4,135,1.34,1,3430.12,48.95,197.29,92040,3,2,3015.9,1,5,46
2023-11-11,Philippines,Suburban,2710.13,601.67,754.89,3,358,8.52,0,5820.94,68.67,197.06,2016,5,4,1122.9,1,14,33
2020-05-02,Indonesia,Suburban,576.87,347.76,2719.71,2,314,19.52,0,5665.01,77.55,133.68,82066,1,2,1177.88,1,7,39
2020-11-19,Philippines,Coastal,2354.98,345.93,477.38,3,541,3.87,1,7191.19,88.62,55.36,24666,5,1,2282.75,0,12,45
2022-06-19,Mexico,Urban,964.44,234.96,1426.49,3,632,4.52,0,5290.43,75.68,82.02,95277,2,1,1972.41,1,13,45
2022-05-01,China,Forest,170.0,372.1,1013.2,2,66,13.69,5,4902.91,59.54,115.15,2454,7,3,935.93,0,13,1
2022-09-18,Indonesia,Forest,1289.62,204.09,565.86,4,238,1.36,0,4076.48,47.56,181.95,82133,9,1,2194.86,0,3,47
2022-08-09,Nigeria,Coastal,5659.49,1186.0,1608.47,0,571,16.5,1,3727.21,85.65,53.23,99485,9,2,2274.65,0,3,34
2021-02-21,Germany,Rural,3371.26,992.0,310.07,1,215,4.38,0,4815.44,62.05,126.4,96709,5,1,1594.2,1,2,40
2021-11-27,Philippines,Urban,1606.26,528.99,561.21,4,940,10.87,3,3683.97,71.33,148.02,46958,7,0,613.53,1,10,8
2023-05-27,Philippines,Rural,344.89,712.76,1114.52,2,600,5.35,0,5822.17,58.35,93.23,46191,6,3,677.76,1,13,24
2020-10-21,Brazil,Forest,177.78,235.28,3165.23,5,927,13.35,2,4572.05,44.53,97.35,57837,5,1,1670.88,0,10,46
2021-10-02,USA,Coastal,1728.74,560.52,2962.64,3,394,11.95,1,6228.96,62.82,108.26,99993,8,0,1324.61,1,12,23
2024-01-11,Russia,Coastal,2244.86,1439.8,1443.49,6,268,18.96,1,5291.56,80.39,91.19,89733,8,2,1707.54,1,7,36
2021-10-15,Russia,Mountain,2772.2,1402.15,798.06,3,143,9.19,2,5330.45,53.0,115.58,70491,9,2,1658.55,1,5,13
2021-12-08,Indonesia,Mountain,2552.75,1920.16,95.15,3,207,17.56,0,4021.43,70.12,73.71,75265,9,0,1224.62,1,3,37
2022-03-27,Brazil,Coastal,2708.09,1183.78,2042.09,3,924,11.73,1,5647.25,32.54,79.9,38898,3,0,1182.72,1,12,46
2020-09-24,India,Rural,2049.87,767.68,2262.73,2,83,18.33,0,5435.59,86.19,55.57,99929,7,1,1286.32,1,13,18
2022-01-28,USA,Urban,3735.43,1135.1,1427.73,3,850,6.19,3,3068.16,88.2,111.7,46827,2,3,3253.96,0,4,10
2022-11-20,Mexico,Rural,1076.01,159.9,829.92,1,465,11.22,2,6279.04,53.18,156.1,94537,4,3,1427.37,1,1,4
2023-02-24,Mexico,Rural,1708.85,1068.19,1909.67,5,555,8.11,2,5874.76,59.9,125.92,78279,2,4,1820.74,0,8,7
2020-08-05,Russia,Forest,277.53,1215.92,989.3,2,539,1.78,2,4207.03,39.63,129.6,88587,9,0,866.8,1,7,36
2021-10-15,Indonesia,Rural,1056.45,552.07,892.6,0,573,11.7,1,5936.95,41.77,117.49,89465,3,2,512.26,1,14,22
2021-05-10,Philippines,Rural,3308.35,609.11,194.02,9,282,15.99,0,4581.05,66.12,137.73,28791,4,4,1257.52,1,1,43
2022-08-13,Brazil,Forest,2647.5,451.21,1835.13,3,648,11.35,0,4353.28,67.62,84.45,76369,7,0,1739.31,0,7,43
2020-09-07,Indonesia,Forest,97.08,536.75,1148.36,5,654,5.95,1,5351.29,50.5,81.13,9946,9,0,1242.31,0,5,12
2021-07-01,Germany,Suburban,5937.28,676.47,2951.7,1,156,5.64,0,5987.18,52.44,191.29,44567,7,4,3515.49,1,13,24
2022-07-09,Philippines,Forest,1877.86,738.67,603.81,4,242,5.14,0,6527.0,60.37,117.56,87589,2,3,2799.35,0,13,47
2021-05-22,Philippines,Forest,1904.63,239.52,446.92,4,517,19.6,1,6756.93,86.39,174.08,71414,7,0,733.73,1,0,37
2020-10-15,India,Suburban,999.0,289.52,2246.2,3,571,8.28,2,3409.55,38.98,187.52,12093,9,4,2223.11,1,9,8
2020-07-17,Mexico,Forest,1197.24,992.72,2606.17,4,686,6.68,1,3249.02,63.09,142.23,85831,3,1,415.3,1,14,20
2020-04-13,Mexico,Suburban,1862.12,798.26,1040.82,2,836,8.66,1,4570.4,33.49,94.82,85489,1,1,1218.35,0,3,43
2021-08-17,Brazil,Urban,2542.23,262.1,1973.18,3,328,2.76,1,4097.43,57.5,151.97,82282,2,2,4820.43,0,4,18
2022-02-25,Brazil,Mountain,2121.43,514.61,779.86,5,177,4.32,0,7469.79,53.83,114.64,79900,7,3,1502.72,0,1,25
2023-06-14,Germany,Mountain,1069.18,2126.63,817.26,2,390,10.42,0,5280.3,39.85,195.96,70067,4,4,962.5,0,9,23
2022-05-06,Indonesia,Urban,753.35,28.21,1433.68,3,746,16.08,1,4789.67,39.84,171.69,29293,1,3,2120.88,0,11,38
2021-05-23,Philippines,Urban,706.07,7.58,808.08,2,924,17.59,1,4457.87,57.01,172.24,15310,6,3,1278.42,1,4,18
2020-11-23,Mexico,Rural,3486.0,183.96,1269.25,4,916,17.39,2,5198.78,37.6,138.3,93945,4,4,1217.36,0,0,46
2021-11-01,India,Urban,3204.13,427.68,1124.3,1,108,18.92,1,2881.93,47.69,51.26,20285,5,0,2065.25,1,1,11
2023-03-29,Russia,Mountain,2378.25,926.73,348.85,1,231,2.95,3,5901.92,34.27,174.77,62696,1,1,2307.06,0,0,39
2024-01-16,Mexico,Coastal,3468.87,876.84,1263.92,3,635,1.3,1,6400.8,47.84,53.81,80175,6,2,1399.11,0,10,14
2021-10-02,Russia,Coastal,1510.23,456.22,360.39,2,563,2.56,0,3285.63,62.02,68.35,17467,0,0,1083.2,0,13,48
2021-01-23,Nigeria,Suburban,3016.48,1687.66,1858.76,3,292,12.21,2,5582.62,74.63,175.8,73307,9,3,641.53,1,1,22
2020-11-22,India,Coastal,2467.04,1099.89,2274.45,5,277,11.34,0,5447.51,79.82,82.82,83579,9,3,5167.55,1,12,45
2022-10-17,Mexico,Rural,3072.98,304.09,900.21,2,609,13.59,0,5531.84,50.27,176.17,10555,4,4,840.28,1,10,38
2022-11-20,Russia,Mountain,639.64,194.93,3179.82,1,567,7.74,1,5520.85,86.33,85.45,16381,8,1,3378.03,0,10,15
2022-08-14,USA,Forest,2028.4,666.62,2571.81,4,604,8.14,0,3937.74,44.44,165.61,89541,6,1,3535.59,0,1,5
2022-10-18,Germany,Forest,1253.51,1142.44,1280.36,3,194,11.14,0,4862.12,34.83,131.33,4597,8,2,291.11,0,6,49
2021-09-23,Russia,Coastal,129.96,2163.46,821.89,6,176,2.04,1,5870.65,85.5,150.65,5902,8,0,3414.38,1,6,5
2022-10-15,Nigeria,Rural,3869.49,765.81,2133.03,3,384,16.1,1,3311.02,62.39,175.71,4368,0,2,900.46,1,6,42
2020-02-17,Philippines,Suburban,3210.28,409.37,3221.59,4,807,18.5,0,5112.54,51.08,197.6,4148,7,3,1324.53,1,1,19
2020-07-03,Philippines,Coastal,2161.15,1575.52,1361.29,1,981,8.05,0,5570.85,83.89,62.85,98910,6,3,821.54,0,13,34
2022-03-16,Brazil,Urban,797.01,1090.69,673.08,6,457,14.92,0,4640.38,76.54,152.81,39155,1,1,826.14,0,2,16
2022-11-01,Russia,Suburban,262.6,151.56,1725.95,4,170,11.2,1,5473.72,79.95,193.81,77850,2,3,2585.62,0,14,21
2022-07-25,Indonesia,Urban,127.13,430.54,1032.55,4,793,5.1,0,5039.93,47.54,106.07,346,5,0,22.32,0,1,45
2021-05-08,China,Rural,1049.75,486.58,425.95,4,937,1.82,1,4782.83,82.41,100.06,93723,2,0,3945.06,0,13,32
2021-03-16,Germany,Rural,2736.1,1091.11,730.06,4,750,5.3,0,4572.27,68.99,152.0,47523,7,2,1296.37,1,4,19
2023-04-09,USA,Suburban,1264.49,51.15,2266.3,1,334,12.3,0,6274.93,74.28,110.29,28383,3,0,876.99,0,12,24
2021-12-23,Brazil,Rural,2399.32,398.45,941.7,2,291,1.28,1,4882.35,48.75,82.17,94992,6,3,312.91,1,2,35
2020-04-09,China,Suburban,2485.5,593.04,646.53,5,127,16.81,5,4144.16,44.7,74.22,80205,3,4,2845.3,1,9,18
2020-04-13,Philippines,Rural,2708.11,470.43,2662.39,2,619,19.42,1,3734.67,54.49,78.89,65591,1,1,571.17,1,5,14
2021-07-30,Mexico,Coastal,208.25,1995.71,2217.81,5,499,2.13,0,3488.11,64.51,155.65,93880,6,1,209.23,1,5,22
2022-10-10,Russia,Rural,864.32,1311.22,756.46,2,519,5.31,0,3549.16,69.96,187.8,27221,7,1,1227.39,0,10,39
2023-05-08,China,Rural,2367.53,1308.5,3720.35,0,230,13.67,1,4543.67,59.88,170.9,51966,0,4,2864.72,0,4,30
2023-09-01,USA,Rural,4441.81,369.55,980.26,3,631,16.22,1,4870.53,71.93,117.23,56007,4,3,598.39,1,1,12
2023-10-09,India,Urban,3635.06,682.3,1366.27,4,314,7.25,1,4690.47,72.5,129.29,9734,9,0,1695.92,1,13,49
2022-08-21,India,Mountain,2079.61,233.94,1112.74,1,765,10.55,1,4164.9,69.96,143.03,35507,7,3,2115.4,1,7,12
2021-08-08,Philippines,Suburban,3897.28,241.88,493.18,1,731,17.89,2,4455.14,45.07,136.99,23168,0,2,2132.73,1,12,30
2023-01-04,Mexico,Urban,2067.89,1320.74,917.46,4,344,8.0,1,5670.72,56.78,195.27,64746,2,3,607.15,0,5,3
2020-01-17,Brazil,Urban,358.92,1151.67,1018.99,3,939,2.09,0,6027.6,75.94,183.0,46250,1,3,4678.24,0,1,40
2020-08-08,Mexico,Urban,2675.8,215.29,141.29,3,296,19.9,0,6698.71,83.22,56.53,2018,2,1,111.12,0,11,32
2022-06-01,India,Mountain,3720.23,643.63,1313.57,3,473,4.02,0,5039.8,60.07,175.36,22405,2,3,1556.58,0,12,27
2020-10-01,Russia,Mountain,5375.69,95.06,2019.67,2,108,1.45,2,6319.58,89.21,67.11,33811,2,4,3387.42,1,0,28
2021-06-25,USA,Urban,1024.41,914.59,365.02,2,861,8.51,2,5147.42,40.48,153.53,90328,0,1,175.83,0,5,18
2024-01-29,Nigeria,Rural,575.14,209.28,1761.65,3,882,2.87,1,6437.89,43.46,92.85,84577,2,2,1191.35,1,13,25
2022-01-19,Russia,Urban,3022.62,645.3,2351.15,2,507,19.59,3,5588.27,57.65,166.01,30315,1,4,3863.34,1,1,15
2022-04-05,Nigeria,Urban,2266.13,2113.57,929.68,4,60,7.93,0,5044.0,60.52,51.29,91435,8,4,1269.23,0,3,45
2022-01-19,Brazil,Suburban,2119.68,179.39,3675.6,2,396,16.6,2,3009.75,55.47,107.34,33856,9,2,444.67,0,11,48
2020-04-02,Indonesia,Forest,3934.17,791.55,1288.72,3,901,3.94,0,4851.19,55.82,53.23,30487,7,0,352.09,1,3,27
2022-03-31,Russia,Forest,3014.41,563.79,132.83,1,54,3.21,0,4189.26,59.24,193.03,57407,5,3,646.69,0,12,15
2020-04-14,Philippines,Urban,2422.3,161.13,297.42,4,766,13.16,2,4633.78,49.21,52.3,27498,6,3,1159.19,1,13,30
2023-03-13,China,Mountain,1139.38,280.77,1334.97,2,419,18.23,1,6254.28,37.86,73.29,14772,0,0,2867.68,0,8,11
2023-02-24,China,Urban,2846.61,849.53,1693.26,4,507,2.73,0,5424.77,87.37,130.89,37147,6,2,1494.55,1,11,45
2021-02-02,Mexico,Coastal,551.27,479.71,1094.29,3,294,11.99,0,6004.29,77.7,146.92,52819,7,0,1278.6,0,13,14
2022-01-12,Russia,Urban,2063.53,1727.64,1273.89,4,298,2.16,2,5572.06,78.89,159.35,62993,7,1,1086.32,0,10,45
2023-02-07,Philippines,Urban,1623.25,883.69,1120.61,5,994,16.34,1,4036.48,51.9,87.04,89180,5,1,2116.54,1,9,28
